VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,10-03-2016 07:53,10-03-2016 08:02,6,2.24,-73.9944458,40.73485184,1,N,-74.01358795,40.715526580810554,1,9,0,0.5,1.96,0,0.3,11.76
2,10-03-2016 07:53,10-03-2016 08:00,1,1.29,-74.00678253,40.71643829345703,1,N,-74.00048828,40.72989654541016,2,7,0,0.5,0,0,0.3,7.8
2,10-03-2016 07:53,10-03-2016 08:01,1,1.15,-73.95223236,40.76626968383789,1,N,-73.96750641,40.76319122314453,1,7.5,0,0.5,1.66,0,0.3,9.96
2,10-03-2016 07:53,10-03-2016 08:05,1,1.19,-73.97607422,40.78126144,1,N,-73.96817017,40.78739547729492,2,9,0,0.5,0,0,0.3,9.8
2,10-03-2016 07:53,10-03-2016 08:15,1,8.36,-73.9396286,40.75172043,1,N,-74.00940704,40.70566177368164,1,26.5,0,0.5,5.46,0,0.3,32.76
2,10-03-2016 07:53,10-03-2016 08:10,1,2.15,-73.99772644,40.75654983520508,1,N,-73.97348785,40.75017929077149,1,12,0,0.5,2.56,0,0.3,15.36
2,10-03-2016 07:53,10-03-2016 08:02,1,1.21,-73.96427155,40.76472854614258,1,N,-73.9778595,40.77352142333984,1,7.5,0,0.5,1,0,0.3,9.3
2,10-03-2016 07:53,10-03-2016 08:04,3,1.18,-73.95296478,40.80090332,1,N,-73.93786621,40.800777435302734,1,8.5,0,0.5,0,0,0.3,9.3
2,10-03-2016 07:53,10-03-2016 08:25,1,3.15,-73.95472717,40.78934097290039,1,N,-73.96527863,40.75776290893555,1,20.5,0,0.5,4.26,0,0.3,25.56
2,10-03-2016 07:53,10-03-2016 08:06,2,2.7,-73.97711182,40.75061035,1,N,-73.99664307,40.715381622314446,2,11.5,0,0.5,0,0,0.3,12.3
2,10-03-2016 07:53,10-03-2016 07:55,3,0.68,-74.00588989,40.741992950439446,1,N,-74.00402069,40.748043060302734,1,4,0,0.5,0.96,0,0.3,5.76
2,10-03-2016 07:53,10-03-2016 08:11,5,2.79,-73.98567963,40.727153778076165,1,N,-74.01353455,40.715179443359375,1,14,0,0.5,2,0,0.3,16.8
2,10-03-2016 07:53,10-03-2016 08:07,6,1.69,-73.96756744,40.80324172973633,1,N,-73.95565033,40.78773880004882,1,10.5,0,0.5,1.5,0,0.3,12.8
2,10-03-2016 07:53,10-03-2016 08:59,1,43.65,-74.00305939,40.72332382202149,5,N,-74.45540619,40.84825134277344,1,143.33,0,0.5,39.16,12.5,0.3,195.79
2,10-03-2016 07:53,10-03-2016 07:59,6,1.21,-73.99674988,40.74272918701172,1,N,-73.98409271,40.74930953979492,1,6.5,0,0.5,1.82,0,0.3,9.12
2,10-03-2016 07:53,10-03-2016 08:17,1,9.82,-73.97068787,40.76311111450195,1,N,-73.87042999,40.77376938,1,29.5,0,0.5,10.75,5.54,0.3,46.59
2,10-03-2016 07:53,10-03-2016 08:01,1,1.68,-74.01607513,40.70608139038086,1,N,-74.00608063,40.72547149658203,1,8,0,0.5,1,0,0.3,9.8
2,10-03-2016 07:53,10-03-2016 08:07,5,1.64,-73.99143982,40.75031661987305,1,N,-73.97678375,40.76498032,1,10,0,0.5,2.16,0,0.3,12.96
2,10-03-2016 07:53,10-03-2016 08:09,3,1.47,-73.9766922,40.77534866333008,1,N,-73.96894836,40.76139831542969,1,11,0,0.5,1,0,0.3,12.8
2,10-03-2016 07:53,10-03-2016 08:00,1,1.03,-73.97283936,40.74919128417969,1,N,-73.97832489,40.73667144775391,2,6.5,0,0.5,0,0,0.3,7.3
2,10-03-2016 07:53,10-03-2016 08:03,5,1.84,-73.98486328,40.76914978027344,1,N,-73.99649811,40.74689865112305,1,9,0,0.5,2,0,0.3,11.8
2,10-03-2016 07:53,10-03-2016 08:10,1,1.14,-73.98654938,40.77174758911133,1,N,-73.97105408,40.766902923583984,1,11,0,0.5,2.95,0,0.3,14.75
2,10-03-2016 07:53,10-03-2016 08:08,1,1.32,-73.99063873,40.75576019287109,1,N,-73.97427368,40.76013946533203,2,10.5,0,0.5,0,0,0.3,11.3
2,10-03-2016 07:53,10-03-2016 07:57,1,0.57,-74.01435852,40.71713638305664,1,N,-74.00775909,40.71258544921875,2,4.5,0,0.5,0,0,0.3,5.3
2,10-03-2016 07:53,10-03-2016 07:59,1,1,-73.97361755,40.74788284301758,1,N,-73.97380066,40.754444122314446,2,6,0,0.5,0,0,0.3,6.8
2,10-03-2016 07:53,10-03-2016 08:00,1,0.95,-73.99677277,40.74245834350586,1,N,-73.98444366,40.74290848,1,6.5,0,0.5,1.46,0,0.3,8.76
2,10-03-2016 07:53,10-03-2016 07:57,6,0.61,-73.97393036,40.760448455810554,1,N,-73.9681778,40.76789855957031,1,5,0,0.5,1,0,0.3,6.8
2,10-03-2016 07:53,10-03-2016 07:55,1,0.44,-73.96814728,40.768230438232415,1,N,-73.96334076,40.77160645,1,3.5,0,0.5,0.86,0,0.3,5.16
2,10-03-2016 07:53,10-03-2016 07:56,1,0.69,-73.96224213,40.77621841430664,1,N,-73.95774841,40.78461837768555,1,4.5,0,0.5,1.06,0,0.3,6.36
2,10-03-2016 07:53,10-03-2016 07:59,5,0.58,-73.97234344,40.75378036499024,1,N,-73.96688843,40.76100540161133,1,5.5,0,0.5,1.26,0,0.3,7.56
2,10-03-2016 07:53,10-03-2016 08:02,1,1.72,-73.97634888,40.788768768310554,1,N,-73.98365784,40.766971588134766,1,8.5,0,0.5,1.86,0,0.3,11.16
2,10-03-2016 07:53,10-03-2016 08:37,5,15.03,-73.98960876,40.752628326416016,2,N,-73.80277252,40.66402816772461,1,52,0,0.5,6,5.54,0.3,64.34
2,10-03-2016 07:53,10-03-2016 07:58,2,0.9,-74.0010376,40.747013092041016,1,N,-73.99797058,40.737808227539055,1,5.5,0,0.5,1.58,0,0.3,7.88
2,10-03-2016 07:53,10-03-2016 08:01,1,0.73,-73.95667267,40.780776977539055,1,N,-73.95270538,40.78927612304688,1,7,0,0.5,0,0,0.3,7.8
2,10-03-2016 07:53,10-03-2016 07:59,1,1.07,-73.97512054,40.752235412597656,1,N,-73.98995209,40.75162124633789,1,6,0,0.5,1,0,0.3,7.8
2,10-03-2016 07:53,10-03-2016 08:00,1,1.31,-73.9917984,40.769886016845696,1,N,-73.97987366,40.75975799560546,1,6.5,0,0.5,1.82,0,0.3,9.12
2,10-03-2016 07:53,10-03-2016 08:01,1,1.21,-73.977005,40.74981689453125,1,N,-73.99308777,40.75447082519531,1,6.5,0,0.5,1.46,0,0.3,8.76
2,10-03-2016 07:53,10-03-2016 08:01,1,1.1,-73.99077606,40.74550628662109,1,N,-73.98005676,40.754741668701165,2,7,0,0.5,0,0,0.3,7.8
2,10-03-2016 07:53,10-03-2016 08:10,4,1.77,-73.99015808,40.75706100463867,1,N,-73.96605682,40.759578704833984,1,12,0,0.5,2.56,0,0.3,15.36
2,10-03-2016 07:53,10-03-2016 08:11,1,1.95,-73.95909882,40.771766662597656,1,N,-73.98111725,40.76602935791016,1,12.5,0,0.5,3.32,0,0.3,16.62
2,10-03-2016 07:53,10-03-2016 07:56,1,0.38,-73.991745,40.750301361083984,1,N,-73.99736023,40.75135422,1,4,0,0.5,1.2,0,0.3,6
2,10-03-2016 07:53,10-03-2016 07:59,4,0.76,-73.94822693,40.77901077270508,1,N,-73.95529938,40.78349304199219,1,5.5,0,0.5,1.26,0,0.3,7.56
2,10-03-2016 07:53,10-03-2016 07:59,1,0.8,-73.98564148,40.73585129,1,N,-73.9942627,40.72861099243164,1,6,0,0.5,1.36,0,0.3,8.16
2,10-03-2016 07:53,10-03-2016 08:00,5,1.12,-73.96178436,40.75579833984375,1,N,-73.97577667,40.75157547,2,6.5,0,0.5,0,0,0.3,7.3
2,10-03-2016 07:53,10-03-2016 08:11,1,2.29,-73.99582672,40.74171829223633,1,N,-73.97154236,40.759307861328125,1,13,0,0.5,1,0,0.3,14.8
2,10-03-2016 07:53,10-03-2016 08:12,1,2.84,-73.99423981,40.75632095336913,1,N,-73.97866058,40.729610443115234,1,14,0,0.5,2.96,0,0.3,17.76
2,10-03-2016 07:53,11-03-2016 07:36,1,1.63,-73.99156952,40.726760864257805,1,N,-73.97953033,40.746395111083984,1,7.5,0,0.5,1.24,0,0.3,9.54
2,10-03-2016 07:53,10-03-2016 08:04,2,1.73,-73.97675323,40.76520919799805,1,N,-73.95456696,40.76966094970703,1,9.5,0,0.5,2.06,0,0.3,12.36
2,10-03-2016 07:53,10-03-2016 07:57,1,0.78,-73.98259735,40.766555786132805,1,N,-73.99383545,40.77195358276367,1,5,0,0.5,1.16,0,0.3,6.96
2,10-03-2016 07:53,10-03-2016 08:00,6,1.07,-73.95587921,40.767871856689446,1,N,-73.96846771,40.76499938964844,1,6.5,0,0.5,1.46,0,0.3,8.76
2,10-03-2016 07:53,10-03-2016 08:04,5,1.61,-73.97032928,40.76259994506836,1,N,-73.95581055,40.78223037719727,1,9.5,0,0.5,2.06,0,0.3,12.36
2,10-03-2016 07:53,10-03-2016 07:54,1,0.29,-73.97220612,40.75613021850586,1,N,-73.97557831,40.75373840332031,2,3,0,0.5,0,0,0.3,3.8
2,10-03-2016 07:53,10-03-2016 08:02,3,1.56,-73.96327209,40.76604843139648,1,N,-73.95606232,40.78450012207031,1,7.5,0,0.5,0,0,0.3,8.3
2,10-03-2016 07:53,10-03-2016 08:23,1,4.21,-73.95282745,40.78319168,1,N,-73.99944305,40.75389862060546,1,20.5,0,0.5,1,0,0.3,22.3
2,10-03-2016 07:53,10-03-2016 08:20,2,7.96,-73.98529053,40.760940551757805,1,N,-73.92308807,40.82630157470703,1,28,0,0.5,0,0,0.3,28.8
2,10-03-2016 07:53,10-03-2016 08:14,1,4.28,-73.98414612,40.76964188,1,N,-74.01021576,40.71961975097656,2,17.5,0,0.5,0,0,0.3,18.3
2,10-03-2016 07:53,10-03-2016 08:06,6,1.92,-73.98458099,40.73686981201172,1,N,-73.96864319,40.76074981689453,1,10.5,0,0.5,2.26,0,0.3,13.56
2,10-03-2016 07:53,10-03-2016 08:13,1,6.7,-73.96675873,40.76429367,1,N,-74.01408386,40.70442581176758,2,22.5,0,0.5,0,0,0.3,23.3
2,10-03-2016 07:53,10-03-2016 08:00,2,1.13,-73.98110199,40.74720001220703,1,N,-73.97265625,40.76055908203125,2,7,0,0.5,0,0,0.3,7.8
2,10-03-2016 07:53,10-03-2016 07:59,1,0.77,-73.95140839,40.782276153564446,1,N,-73.95246887,40.789695739746094,2,5.5,0,0.5,0,0,0.3,6.3
2,10-03-2016 07:53,10-03-2016 08:17,3,2.29,-73.9780426,40.78881072998047,1,N,-73.96322632,40.768901824951165,1,16,0,0.5,1,0,0.3,17.8
2,10-03-2016 07:53,10-03-2016 08:10,1,0.97,-73.98458099,40.76434326171875,1,N,-73.96884918,40.75836563110352,2,11,0,0.5,0,0,0.3,11.8
2,10-03-2016 07:53,10-03-2016 08:14,1,3.11,-73.96354675,40.79839706420898,1,N,-73.98480988,40.75924682617188,1,15,0,0.5,4,0,0.3,19.8
2,10-03-2016 07:53,10-03-2016 07:56,1,0.63,-73.96573639,40.76270676,1,N,-73.95980072,40.769390106201165,2,4,0,0.5,0,0,0.3,4.8
2,10-03-2016 07:53,10-03-2016 08:04,1,1.07,-73.96715546,40.79344940185546,1,N,-73.95626831,40.78476333618164,1,8,0,0.5,1.5,0,0.3,10.3
2,10-03-2016 07:53,10-03-2016 07:57,6,0.48,-73.95883942,40.774051666259766,1,N,-73.95115662,40.770801544189446,1,4.5,0,0.5,1.06,0,0.3,6.36
2,10-03-2016 07:53,10-03-2016 08:03,1,1.93,-73.98930359,40.72649002075195,1,N,-73.99053192,40.74592971801758,1,9,0,0.5,1.96,0,0.3,11.76
2,10-03-2016 07:53,10-03-2016 07:56,1,0.39,-73.98612976,40.73495864868164,1,N,-73.98989105,40.73461151123047,2,3.5,0,0.5,0,0,0.3,4.3
2,10-03-2016 07:53,10-03-2016 08:05,1,1.64,-74.00411224,40.72550964355469,1,N,-74.0114212,40.70838928222656,1,9,0,0.5,1.96,0,0.3,11.76
2,10-03-2016 07:53,10-03-2016 08:05,2,1.22,-73.99407196,40.75129318237305,1,N,-73.98105621,40.75999069213867,2,8.5,0,0.5,0,0,0.3,9.3
2,10-03-2016 07:53,10-03-2016 08:10,1,2.52,-73.96502686,40.755489349365234,1,N,-73.98082733,40.77962112426758,1,13,0,0.5,2.76,0,0.3,16.56
2,10-03-2016 07:53,10-03-2016 08:00,1,1.74,-73.97319794,40.78519058227539,1,N,-73.97942352,40.76422882080078,2,7,0,0.5,0,0,0.3,7.8
2,10-03-2016 07:53,10-03-2016 08:24,3,8.31,-73.95162964,40.769844055175774,1,N,-74.01366425,40.71367645263672,1,29.5,0,0.5,6.06,0,0.3,36.36
2,10-03-2016 07:53,10-03-2016 08:01,1,1.35,-73.98493958,40.76919174194336,1,N,-73.98158264,40.755409240722656,1,7.5,0,0.5,1.66,0,0.3,9.96
2,10-03-2016 07:53,10-03-2016 07:57,1,0.71,-73.99079895,40.745803833007805,1,N,-73.984375,40.754520416259766,1,4.5,0,0.5,1.06,0,0.3,6.36
2,10-03-2016 07:53,10-03-2016 07:58,5,0.69,-73.96200562,40.75788497924805,1,N,-73.95549774,40.76416778564453,1,5.5,0,0.5,1.25,0,0.3,7.55
2,10-03-2016 07:53,10-03-2016 08:06,5,2.67,-73.95391846,40.76664352416992,1,N,-73.9824295,40.75413513183594,1,12,0,0.5,3.84,0,0.3,16.64
2,10-03-2016 07:53,10-03-2016 08:02,1,1.28,-73.98526001,40.77872848510742,1,N,-73.9726944,40.79339599609375,1,7.5,0,0.5,0,0,0.3,8.3
2,10-03-2016 07:53,10-03-2016 08:12,5,1.42,-73.96016693,40.78179550170898,1,N,-73.9734726,40.76374816894531,1,12.5,0,0.5,2.66,0,0.3,15.96
2,10-03-2016 07:53,10-03-2016 07:57,5,0.59,-73.95980835,40.77790832519531,1,N,-73.95111847,40.774238586425774,2,5,0,0.5,0,0,0.3,5.8
2,10-03-2016 07:53,10-03-2016 08:04,1,1.44,-73.97637939,40.77648926,1,N,-73.95977783,40.77941895,2,9,0,0.5,0,0,0.3,9.8
2,10-03-2016 07:53,10-03-2016 08:00,6,0.91,-73.98426056,40.75498962402344,1,N,-73.98033142,40.76573181152344,1,6,0,0.5,1.36,0,0.3,8.16
2,10-03-2016 07:53,10-03-2016 07:56,1,0.56,-73.9777298,40.773563385009766,1,N,-73.97360992,40.779251098632805,1,4.5,0,0.5,1.32,0,0.3,6.62
2,10-03-2016 07:53,10-03-2016 08:14,1,3.05,-73.97161102,40.79222488,1,N,-73.96939087,40.760868072509766,2,15,0,0.5,0,0,0.3,15.8
2,10-03-2016 07:53,10-03-2016 08:01,1,1.64,-73.96993256,40.78953552246094,1,N,-73.96487427,40.80649566650391,1,7.5,0,0.5,2.08,0,0.3,10.38
2,10-03-2016 07:53,10-03-2016 07:56,1,0.65,-73.99243164,40.748699188232415,1,N,-73.98999786,40.74252700805664,2,4,0,0.5,0,0,0.3,4.8
2,10-03-2016 07:53,10-03-2016 08:19,3,4.4,-73.95638275,40.78711700439453,1,N,-73.99796295,40.74190139770508,1,19.5,0,0.5,4.06,0,0.3,24.36
2,10-03-2016 07:53,10-03-2016 08:05,1,1.51,-73.974823,40.777679443359375,1,N,-73.95957947,40.771278381347656,2,9,0,0.5,0,0,0.3,9.8
2,10-03-2016 07:53,10-03-2016 08:01,2,1.1,-73.98023224,40.73931121826172,1,N,-73.97505951,40.75220871,1,7,0,0.5,1.2,0,0.3,9
2,10-03-2016 07:53,10-03-2016 07:59,1,0.68,-73.94949341,40.77283859,1,N,-73.95620728,40.76340866088867,2,5,0,0.5,0,0,0.3,5.8
2,10-03-2016 07:53,11-03-2016 07:52,1,1.05,-73.97887421,40.77751541137695,1,N,-73.97680664,40.78510665893555,1,6.5,0,0.5,0,0,0.3,7.3
2,10-03-2016 07:53,10-03-2016 08:03,1,1.32,-73.95250702,40.78678131103516,1,N,-73.96315765,40.77077102661133,1,8,0,0.5,1.76,0,0.3,10.56
2,10-03-2016 07:53,10-03-2016 08:19,1,2.61,-73.96024323,40.781768798828125,1,N,-73.95892334,40.78084182739258,2,16.5,0,0.5,0,0,0.3,17.3
2,10-03-2016 07:53,10-03-2016 08:17,1,2.64,-73.95384979,40.78489685058594,1,N,-73.9748764,40.75304031,1,15.5,0,0.5,4.08,0,0.3,20.38
2,10-03-2016 07:53,10-03-2016 08:06,1,2.13,-73.99894714,40.73469543457031,1,N,-73.98003387,40.76062774658203,1,10.5,0,0.5,2,0,0.3,13.3
2,10-03-2016 07:53,10-03-2016 08:12,4,2.86,-74.00666046,40.73127365112305,1,N,-73.97919464,40.759136199951165,1,14,0,0.5,2.96,0,0.3,17.76
2,10-03-2016 07:53,10-03-2016 08:15,1,5.91,-74.0021286,40.71507645,1,N,-73.95424652,40.76412582397461,1,20.5,0,0.5,2.13,0,0.3,23.43
2,10-03-2016 07:53,10-03-2016 08:55,1,18.22,-73.78215027,40.644676208496094,2,N,-73.99107361,40.75939941,1,52,0,0.5,0,5.54,0.3,58.34
2,10-03-2016 07:53,10-03-2016 08:22,1,9.45,-73.98204803,40.74909973144531,1,N,-73.86556244,40.77087020874024,1,30.5,0,0.5,10,5.54,0.3,46.84
2,10-03-2016 07:53,10-03-2016 08:18,1,2.08,-73.95401001,40.78442001342773,1,N,-73.98026276,40.783668518066406,1,15.5,0,0.5,3.26,0,0.3,19.56
2,10-03-2016 07:53,10-03-2016 08:05,2,2.26,-73.98432159,40.77508163452149,1,N,-73.96334076,40.803569793701165,2,10,0,0.5,0,0,0.3,10.8
2,10-03-2016 07:53,10-03-2016 07:58,2,0.79,-73.99151611,40.749866485595696,1,N,-73.98667908,40.742923736572266,2,5,0,0.5,0,0,0.3,5.8
2,10-03-2016 07:53,10-03-2016 07:58,1,0.52,-73.96235657,40.767189025878906,1,N,-73.95413971,40.764041900634766,1,5,0,0.5,1,0,0.3,6.8
2,10-03-2016 07:53,10-03-2016 08:04,4,2.08,-73.99701691,40.723968505859375,1,N,-73.99051666,40.743648529052734,1,10,0,0.5,2.7,0,0.3,13.5
2,10-03-2016 07:53,10-03-2016 08:08,1,1.77,-73.97792816,40.77868652,1,N,-73.97074127,40.76182556152344,1,10.5,0,0.5,2.26,0,0.3,13.56
2,10-03-2016 07:53,10-03-2016 07:59,1,1.36,-73.94297028,40.83690643310546,1,N,-73.95533752,40.82005692,1,6.5,0,0.5,0,0,0.3,7.3
2,10-03-2016 07:53,10-03-2016 08:31,1,4.26,-73.93669128,40.81417083740234,1,N,-73.96195221,40.76462936401367,2,23,0,0.5,0,0,0.3,23.8
2,10-03-2016 07:53,10-03-2016 08:02,1,1.18,-73.98390961,40.74360275268555,1,N,-73.97306824,40.75508880615234,1,7.5,0,0.5,1.66,0,0.3,9.96
2,10-03-2016 07:53,10-03-2016 07:57,2,0.45,-73.9911499,40.74459838867188,1,N,-73.98680115,40.74119186401367,1,4,0,0.5,1.5,0,0.3,6.3
2,10-03-2016 07:53,10-03-2016 07:57,1,0.77,-73.97906494,40.74739074707031,1,N,-73.98690796,40.739761352539055,1,4.5,0,0.5,1.06,0,0.3,6.36
2,10-03-2016 07:53,10-03-2016 08:07,2,2.73,-74.00575256,40.72536087036133,1,N,-74.00814819,40.70354080200195,1,12,0,0.5,2,0,0.3,14.8
2,10-03-2016 07:53,10-03-2016 08:03,2,1.24,-73.98135376,40.74209976196289,1,N,-73.97511292,40.75590133666992,1,8,0,0.5,0.5,0,0.3,9.3
2,10-03-2016 07:53,10-03-2016 08:18,1,2.15,-73.94798279,40.77064895629882,1,N,-73.97563171,40.76545333862305,1,16,0,0.5,3.36,0,0.3,20.16
2,10-03-2016 07:53,10-03-2016 08:08,1,2.64,-73.99961853,40.73882675170898,1,N,-74.00267029,40.70875168,1,12,0,0.5,2,0,0.3,14.8
2,10-03-2016 07:53,10-03-2016 08:11,1,3.47,-73.98570251,40.75708008,1,N,-74.00821686,40.73109817504882,1,14.5,0,0.5,3.06,0,0.3,18.36
2,10-03-2016 07:53,10-03-2016 08:05,5,0.96,-73.95343781,40.78260040283203,1,N,-73.94541168,40.77404785,1,8.5,0,0.5,1.86,0,0.3,11.16
2,10-03-2016 07:54,10-03-2016 07:56,1,0.5,-73.98999786,40.75709915161133,1,N,-73.98542786,40.76329040527344,1,4,0,0.5,1,0,0.3,5.8
2,10-03-2016 07:54,10-03-2016 07:58,5,0.76,-73.98377991,40.75471115112305,1,N,-73.97722626,40.76414108276367,1,5,0,0.5,1.16,0,0.3,6.96
2,10-03-2016 07:54,10-03-2016 08:01,2,1.58,-74.00070953,40.72573852539063,1,N,-73.99137878,40.74489974975586,1,7.5,0,0.5,0.8,0,0.3,9.1
2,10-03-2016 07:54,10-03-2016 07:59,5,0.83,-73.91653442,40.757843017578125,1,N,-73.92956543,40.76406478881836,2,6,0,0.5,0,0,0.3,6.8
2,10-03-2016 07:54,10-03-2016 07:59,1,0.66,-73.95983124,40.76277160644531,1,N,-73.95198059,40.76919937133789,2,5.5,0,0.5,0,0,0.3,6.3
2,10-03-2016 07:54,10-03-2016 08:02,1,1.53,-73.98213959,40.76767349243164,1,N,-73.96337891,40.77458572387695,1,8,0,0.5,1.76,0,0.3,10.56
2,10-03-2016 07:54,10-03-2016 08:03,5,1.49,-73.95671082,40.76668167114258,1,N,-73.97264862,40.75936126708984,1,8,0,0.5,1.2,0,0.3,10
2,10-03-2016 07:54,10-03-2016 07:59,3,0.67,-73.97022247,40.79681015014648,1,N,-73.96138763,40.80035018920898,2,5.5,0,0.5,0,0,0.3,6.3
2,10-03-2016 07:54,10-03-2016 08:45,5,6.12,-73.95468903,40.78936004638672,1,N,-73.97708893,40.74504852294922,1,32.5,0,0.5,6.7,0,0.3,40
2,10-03-2016 07:54,10-03-2016 08:06,1,1.46,-73.97696686,40.77832031,1,N,-73.96018219,40.77378845214844,1,9.5,0,0.5,2.06,0,0.3,12.36
2,10-03-2016 07:54,10-03-2016 08:10,1,1.78,-73.94535065,40.77413558959961,1,N,-73.96796417,40.787071228027344,1,11.5,0,0.5,2.46,0,0.3,14.76
2,10-03-2016 07:54,10-03-2016 08:11,1,2.36,-73.95665741,40.76681900024414,1,N,-73.98448944,40.752540588378906,1,12.5,0,0.5,2.66,0,0.3,15.96
2,10-03-2016 07:54,10-03-2016 08:16,1,3.79,-73.97675323,40.79332733154297,1,N,-73.97029114,40.75241088867188,1,17,0,0.5,3.56,0,0.3,21.36
2,10-03-2016 07:54,10-03-2016 08:07,1,2.35,-73.99662018,40.72555541992188,1,N,-73.97821045,40.75172043,1,11,0,0.5,1,0,0.3,12.8
2,10-03-2016 07:54,10-03-2016 07:58,1,0.82,-73.9965744,40.737491607666016,1,N,-74.00341034,40.74347305297852,1,5,0,0.5,1.16,0,0.3,6.96
2,10-03-2016 07:54,10-03-2016 08:41,1,14.87,-73.7820816,40.64474868774414,1,N,-73.91938019,40.76400375,1,45.5,0,0.5,9.26,0,0.3,55.56
2,10-03-2016 07:54,10-03-2016 07:55,1,0.4,-73.99115753,40.733680725097656,1,N,-73.99446106,40.72940826416016,1,3.5,0,0.5,0.86,0,0.3,5.16
2,10-03-2016 07:54,10-03-2016 07:54,5,0,-73.90180969,40.76406097412109,3,N,-73.90180206,40.76408004760742,2,20,0,0,0,0,0.3,20.3
2,10-03-2016 07:54,10-03-2016 08:10,6,1.78,-73.95570374,40.78501892089844,1,N,-73.95292664,40.76826858520508,1,11.5,0,0.5,2.46,0,0.3,14.76
2,10-03-2016 07:54,10-03-2016 07:57,1,0.49,-74.01583099,40.71112823486328,1,N,-74.01766968,40.70510101,2,4,0,0.5,0,0,0.3,4.8
2,10-03-2016 07:54,10-03-2016 07:55,1,0.6,-73.96443176,40.760440826416016,1,N,-73.96994781,40.75291061401367,1,4,0,0.5,0.5,0,0.3,5.3
2,10-03-2016 07:54,10-03-2016 08:02,1,0.94,-73.9702301,40.75304031,1,N,-73.96929932,40.76377868652344,1,7.5,0,0.5,1.66,0,0.3,9.96
2,10-03-2016 07:54,10-03-2016 08:08,4,3.03,-73.98287201,40.775840759277344,1,N,-73.98983002,40.74110031,1,12.5,0,0.5,2.66,0,0.3,15.96
2,10-03-2016 07:54,10-03-2016 07:57,2,0.68,-73.9667511,40.76716613769531,1,N,-73.97229767,40.759403228759766,1,4.5,0,0.5,1.06,0,0.3,6.36
2,10-03-2016 07:54,10-03-2016 08:11,1,2.09,-73.96165466,40.76934814453125,1,N,-73.98353577,40.761615753173835,2,13,0,0.5,0,0,0.3,13.8
2,10-03-2016 07:54,10-03-2016 08:01,5,0.77,-74.01689911,40.70769882202149,1,N,-74.01371002,40.71670150756836,1,6,0,0.5,1.5,0,0.3,8.3
2,10-03-2016 07:54,10-03-2016 07:58,1,1.1,-73.97354889,40.74708938598633,1,N,-73.96231842,40.75918960571289,1,5.5,0,0.5,1,0,0.3,7.3
2,10-03-2016 07:54,10-03-2016 08:04,1,2.01,-74.00263214,40.72874832,1,N,-73.97653198,40.733543395996094,1,9.5,0,0.5,1,0,0.3,11.3
2,10-03-2016 07:54,10-03-2016 08:43,3,17.69,-73.98378754,40.72575378417969,2,N,-73.7851944,40.64314651489258,2,52,0,0.5,0,0,0.3,52.8
2,10-03-2016 07:54,10-03-2016 08:08,1,1.28,-73.96696472,40.79352188110352,1,N,-73.95529938,40.78306579589844,1,10,0,0.5,2.16,0,0.3,12.96
2,10-03-2016 07:54,10-03-2016 08:15,5,3.48,-73.97374725,40.78712082,1,N,-73.97057343,40.75202560424805,1,16,0,0.5,1.68,0,0.3,18.48
2,10-03-2016 07:54,10-03-2016 08:13,2,2.09,-73.96173096,40.76820373535156,1,N,-73.96656036,40.78907012939453,1,13.5,0,0.5,1,0,0.3,15.3
2,10-03-2016 07:54,10-03-2016 08:12,1,2.05,-73.96685791,40.76424026489258,1,N,-73.99080658,40.75614929199219,2,12.5,0,0.5,0,0,0.3,13.3
2,10-03-2016 07:54,10-03-2016 08:04,1,1.23,-73.9890976,40.72154998779297,1,N,-73.99105072,40.73366165161133,1,8,0,0.5,1.76,0,0.3,10.56
2,10-03-2016 07:54,10-03-2016 08:10,1,3.53,-73.9594574,40.76310729980469,1,N,-73.93933868,40.80437850952149,1,13.5,0,0.5,1.5,0,0.3,15.8
2,10-03-2016 07:54,10-03-2016 08:07,1,3.23,-73.96674347,40.80440902709961,1,N,-73.94220734,40.842018127441406,2,13,0,0.5,0,0,0.3,13.8
2,10-03-2016 07:54,10-03-2016 08:14,1,1.96,-73.95692444,40.77237701416016,1,N,-73.97879791,40.758487701416016,1,14,0,0.5,2.96,0,0.3,17.76
2,10-03-2016 07:54,10-03-2016 08:19,1,8.06,-73.93898773,40.844425201416016,1,N,-74.00812531,40.748626708984375,2,25.5,0,0.5,0,0,0.3,26.3
2,10-03-2016 07:54,10-03-2016 08:20,1,7.77,-73.92281342,40.74388122558594,1,N,-74.01112366,40.701854705810554,1,26,0,0.5,3,5.54,0.3,35.34
2,10-03-2016 07:54,10-03-2016 08:00,1,0.63,-73.97306824,40.79690170288086,1,N,-73.96697998,40.80337905883789,1,6,0,0.5,1.36,0,0.3,8.16
2,10-03-2016 07:54,10-03-2016 08:07,5,2.17,-73.99739838,40.73855972290039,1,N,-74.01371002,40.71492004394531,1,11,0,0.5,1.77,0,0.3,13.57
2,10-03-2016 07:54,10-03-2016 08:01,1,0.89,-73.96543884,40.76188659667969,1,N,-73.97628784,40.75889587402344,1,7,0,0.5,1.56,0,0.3,9.36
